,probabilities,classification,prev_phone,next_phone,consonant,file,training
4238,0.014455013908445835,l,u,a,ʃ,f7usha2,no
4236,0.010235165245831013,j,u,a,ʃ,f7usha2,no
4247,0.05077938362956047,w,u,a,ʃ,f7usha2,no
5046,0.007273675408214331,p,i,i,ʃ,m14ishi1,no
5049,0.10258492082357407,t,i,i,ʃ,m14ishi1,no
5050,0.07392147928476334,tʃ,i,i,ʃ,m14ishi1,no
5042,0.018626289442181587,k,i,i,ʃ,m14ishi1,no
5037,0.004458554554730654,b,i,i,ʃ,m14ishi1,no
5038,0.07310506701469421,d,i,i,ʃ,m14ishi1,no
5039,0.07636887580156326,dʒ,i,i,ʃ,m14ishi1,no
5056,0.0003527871158439666,ɡ,i,i,ʃ,m14ishi1,no
5040,0.02304825745522976,f,i,i,ʃ,m14ishi1,no
5059,0.0043678381480276585,θ,i,i,ʃ,m14ishi1,no
5048,0.12686412036418915,s,i,i,ʃ,m14ishi1,no
5057,0.20500726997852325,ʃ,i,i,ʃ,m14ishi1,no
5051,0.030139166861772537,v,i,i,ʃ,m14ishi1,no
5054,0.0023902906104922295,ð,i,i,ʃ,m14ishi1,no
5053,0.13357554376125336,z,i,i,ʃ,m14ishi1,no
5058,0.003506441367790103,ʒ,i,i,ʃ,m14ishi1,no
5044,0.007894027978181839,m,i,i,ʃ,m14ishi1,no
5045,0.05694578215479851,n,i,i,ʃ,m14ishi1,no
5055,0.005999552085995674,ŋ,i,i,ʃ,m14ishi1,no
5047,0.00046653361641801894,r,i,i,ʃ,m14ishi1,no
5043,0.001201646402478218,l,i,i,ʃ,m14ishi1,no
5041,0.03413292393088341,j,i,i,ʃ,m14ishi1,no
5052,0.007768956013023853,w,i,i,ʃ,m14ishi1,no
5437,0.020968616008758545,p,u,a,ʃ,m14usha2,no
5440,0.017495043575763702,t,u,a,ʃ,m14usha2,no
5441,0.001544532016851008,tʃ,u,a,ʃ,m14usha2,no
5433,0.02213240973651409,k,u,a,ʃ,m14usha2,no
5428,0.031402409076690674,b,u,a,ʃ,m14usha2,no
5429,0.08322153985500336,d,u,a,ʃ,m14usha2,no
5430,0.00965985469520092,dʒ,u,a,ʃ,m14usha2,no
5447,0.008275543339550495,ɡ,u,a,ʃ,m14usha2,no
5431,0.022028248757123947,f,u,a,ʃ,m14usha2,no
5450,0.009398874826729298,θ,u,a,ʃ,m14usha2,no
5439,0.030939951539039612,s,u,a,ʃ,m14usha2,no
5448,0.007015048526227474,ʃ,u,a,ʃ,m14usha2,no
5442,0.09894667565822601,v,u,a,ʃ,m14usha2,no
5445,0.009986404329538345,ð,u,a,ʃ,m14usha2,no
5444,0.04317455738782883,z,u,a,ʃ,m14usha2,no
5449,0.0010292658116668463,ʒ,u,a,ʃ,m14usha2,no
5435,0.1826145201921463,m,u,a,ʃ,m14usha2,no
5436,0.18351395428180695,n,u,a,ʃ,m14usha2,no
5446,0.02025442384183407,ŋ,u,a,ʃ,m14usha2,no
5438,0.06670652329921722,r,u,a,ʃ,m14usha2,no
5434,0.056201111525297165,l,u,a,ʃ,m14usha2,no
5432,0.0023037283681333065,j,u,a,ʃ,m14usha2,no
5443,0.07118668407201767,w,u,a,ʃ,m14usha2,no
6150,0.010658757761120796,p,i,a,ʃ,m16isha2,no
6153,0.05958348140120506,t,i,a,ʃ,m16isha2,no
6154,0.1357850283384323,tʃ,i,a,ʃ,m16isha2,no
6146,0.06085198000073433,k,i,a,ʃ,m16isha2,no
6141,0.022848794236779213,b,i,a,ʃ,m16isha2,no
6142,0.09063807874917984,d,i,a,ʃ,m16isha2,no
6143,0.13924390077590942,dʒ,i,a,ʃ,m16isha2,no
6160,0.011420919559895992,ɡ,i,a,ʃ,m16isha2,no
6144,0.03273654356598854,f,i,a,ʃ,m16isha2,no
6163,0.00128419348038733,θ,i,a,ʃ,m16isha2,no
6152,0.062206778675317764,s,i,a,ʃ,m16isha2,no
6161,0.07485265284776688,ʃ,i,a,ʃ,m16isha2,no
6155,0.04333394020795822,v,i,a,ʃ,m16isha2,no
6158,0.002618465106934309,ð,i,a,ʃ,m16isha2,no
6157,0.07310395687818527,z,i,a,ʃ,m16isha2,no
6162,0.0016874449793249369,ʒ,i,a,ʃ,m16isha2,no
6148,0.009387344121932983,m,i,a,ʃ,m16isha2,no
6149,0.060755662620067596,n,i,a,ʃ,m16isha2,no
6159,0.017753345891833305,ŋ,i,a,ʃ,m16isha2,no
6151,0.004681096877902746,r,i,a,ʃ,m16isha2,no
6147,0.0031826444901525974,l,i,a,ʃ,m16isha2,no
6145,0.025196854025125504,j,i,a,ʃ,m16isha2,no
6156,0.056188054382801056,w,i,a,ʃ,m16isha2,no
6564,0.018128491938114166,p,u,i,ʃ,m16ushi1,no
6567,0.04611523449420929,t,u,i,ʃ,m16ushi1,no
6568,0.01973610743880272,tʃ,u,i,ʃ,m16ushi1,no
6560,0.02155950479209423,k,u,i,ʃ,m16ushi1,no
6555,0.016058092936873436,b,u,i,ʃ,m16ushi1,no
6556,0.03686575964093208,d,u,i,ʃ,m16ushi1,no
6557,0.024877194315195084,dʒ,u,i,ʃ,m16ushi1,no
6574,0.005897428374737501,ɡ,u,i,ʃ,m16ushi1,no
6558,0.023890212178230286,f,u,i,ʃ,m16ushi1,no
6577,0.014754077419638634,θ,u,i,ʃ,m16ushi1,no
6566,0.1831008344888687,s,u,i,ʃ,m16ushi1,no
6575,0.13482989370822906,ʃ,u,i,ʃ,m16ushi1,no
6569,0.04130854457616806,v,u,i,ʃ,m16ushi1,no
6572,0.012834173627197742,ð,u,i,ʃ,m16ushi1,no
6571,0.1647360920906067,z,u,i,ʃ,m16ushi1,no
6576,0.0027741650119423866,ʒ,u,i,ʃ,m16ushi1,no
6562,0.02709120698273182,m,u,i,ʃ,m16ushi1,no
6563,0.03992130607366562,n,u,i,ʃ,m16ushi1,no
6573,0.00951405055820942,ŋ,u,i,ʃ,m16ushi1,no
6565,0.024073177948594093,r,u,i,ʃ,m16ushi1,no
6561,0.025388501584529877,l,u,i,ʃ,m16ushi1,no
6559,0.026902830228209496,j,u,i,ʃ,m16ushi1,no
6570,0.07964309304952621,w,u,i,ʃ,m16ushi1,no
7507,0.028126223012804985,p,u,a,ʃ,m19usha1,no
7510,0.008398464880883694,t,u,a,ʃ,m19usha1,no
7511,0.0010171523317694664,tʃ,u,a,ʃ,m19usha1,no
7503,0.010975202545523643,k,u,a,ʃ,m19usha1,no
7498,0.05208947882056236,b,u,a,ʃ,m19usha1,no
7499,0.19439567625522614,d,u,a,ʃ,m19usha1,no
7500,0.006072636693716049,dʒ,u,a,ʃ,m19usha1,no
7517,0.0068857092410326,ɡ,u,a,ʃ,m19usha1,no
7501,0.015297666192054749,f,u,a,ʃ,m19usha1,no
7520,0.004389101639389992,θ,u,a,ʃ,m19usha1,no
7509,0.005306444130837917,s,u,a,ʃ,m19usha1,no
7518,0.0031406062189489603,ʃ,u,a,ʃ,m19usha1,no
7512,0.08136393874883652,v,u,a,ʃ,m19usha1,no
7515,0.007264964748173952,ð,u,a,ʃ,m19usha1,no
7514,0.02382858842611313,z,u,a,ʃ,m19usha1,no
7519,0.0009159946348518133,ʒ,u,a,ʃ,m19usha1,no
7505,0.05909697338938713,m,u,a,ʃ,m19usha1,no
7506,0.047838762402534485,n,u,a,ʃ,m19usha1,no
7516,0.002196654211729765,ŋ,u,a,ʃ,m19usha1,no
7508,0.24278876185417175,r,u,a,ʃ,m19usha1,no
7504,0.11344655603170395,l,u,a,ʃ,m19usha1,no
7502,0.002422125544399023,j,u,a,ʃ,m19usha1,no
7513,0.08274225890636444,w,u,a,ʃ,m19usha1,no
7530,0.01475920807570219,p,u,a,ʃ,m19usha2,no
7533,0.01322429720312357,t,u,a,ʃ,m19usha2,no
7534,0.000982917146757245,tʃ,u,a,ʃ,m19usha2,no
7526,0.013625679537653923,k,u,a,ʃ,m19usha2,no
7521,0.030341630801558495,b,u,a,ʃ,m19usha2,no
7522,0.328186959028244,d,u,a,ʃ,m19usha2,no
7523,0.005944905802607536,dʒ,u,a,ʃ,m19usha2,no
7540,0.022234635427594185,ɡ,u,a,ʃ,m19usha2,no
7524,0.01209208182990551,f,u,a,ʃ,m19usha2,no
7543,0.005133161321282387,θ,u,a,ʃ,m19usha2,no
7532,0.005551970563828945,s,u,a,ʃ,m19usha2,no
7541,0.0032126058358699083,ʃ,u,a,ʃ,m19usha2,no
7535,0.035924527794122696,v,u,a,ʃ,m19usha2,no
7538,0.004962708335369825,ð,u,a,ʃ,m19usha2,no
7537,0.03137309104204178,z,u,a,ʃ,m19usha2,no
7542,0.000649008434265852,ʒ,u,a,ʃ,m19usha2,no
7528,0.026327624917030334,m,u,a,ʃ,m19usha2,no
7529,0.03311067819595337,n,u,a,ʃ,m19usha2,no
7539,0.0016376900020986795,ŋ,u,a,ʃ,m19usha2,no
7531,0.2951328754425049,r,u,a,ʃ,m19usha2,no
7527,0.04359494894742966,l,u,a,ʃ,m19usha2,no
7525,0.005612997338175774,j,u,a,ʃ,m19usha2,no
7536,0.06638381630182266,w,u,a,ʃ,m19usha2,no
7944,0.0021749783772975206,p,a,i,ʃ,m3ashi2,no
7947,0.0656256303191185,t,a,i,ʃ,m3ashi2,no
7948,0.015965448692440987,tʃ,a,i,ʃ,m3ashi2,no
7940,0.02983422577381134,k,a,i,ʃ,m3ashi2,no
7935,0.002244166098535061,b,a,i,ʃ,m3ashi2,no
7936,0.02446199208498001,d,a,i,ʃ,m3ashi2,no
7937,0.07416147738695145,dʒ,a,i,ʃ,m3ashi2,no
7954,0.0016277310205623507,ɡ,a,i,ʃ,m3ashi2,no
7938,0.01631980761885643,f,a,i,ʃ,m3ashi2,no
7957,0.0024185043293982744,θ,a,i,ʃ,m3ashi2,no
7946,0.11523541063070297,s,a,i,ʃ,m3ashi2,no
7955,0.5179541110992432,ʃ,a,i,ʃ,m3ashi2,no
7949,0.005312939174473286,v,a,i,ʃ,m3ashi2,no
7952,0.004544323775917292,ð,a,i,ʃ,m3ashi2,no
7951,0.029262537136673927,z,a,i,ʃ,m3ashi2,no
7956,0.0005445312708616257,ʒ,a,i,ʃ,m3ashi2,no
7942,0.01594235934317112,m,a,i,ʃ,m3ashi2,no
7943,0.045474160462617874,n,a,i,ʃ,m3ashi2,no
7953,0.012975082732737064,ŋ,a,i,ʃ,m3ashi2,no
7945,0.0034453298430889845,r,a,i,ʃ,m3ashi2,no
7941,0.0018406197195872664,l,a,i,ʃ,m3ashi2,no
7939,0.008822223171591759,j,a,i,ʃ,m3ashi2,no
7950,0.0038125126156955957,w,a,i,ʃ,m3ashi2,no
8634,0.005245228763669729,p,u,i,ʃ,m3ushi1,no
8637,0.07089166343212128,t,u,i,ʃ,m3ushi1,no
8638,0.04604439437389374,tʃ,u,i,ʃ,m3ushi1,no
8630,0.016506217420101166,k,u,i,ʃ,m3ushi1,no
8625,0.01246386393904686,b,u,i,ʃ,m3ushi1,no
8626,0.023155950009822845,d,u,i,ʃ,m3ushi1,no
8627,0.08263370394706726,dʒ,u,i,ʃ,m3ushi1,no
8644,0.0009706519776955247,ɡ,u,i,ʃ,m3ushi1,no
8628,0.01745038852095604,f,u,i,ʃ,m3ushi1,no
8647,0.0013010479742661119,θ,u,i,ʃ,m3ushi1,no
8636,0.11704978346824646,s,u,i,ʃ,m3ushi1,no
8645,0.4563966691493988,ʃ,u,i,ʃ,m3ushi1,no
8639,0.010300053283572197,v,u,i,ʃ,m3ushi1,no
8642,0.0067904978059232235,ð,u,i,ʃ,m3ushi1,no
8641,0.04635274037718773,z,u,i,ʃ,m3ushi1,no
8646,0.0010087795089930296,ʒ,u,i,ʃ,m3ushi1,no
8632,0.0062737311236560345,m,u,i,ʃ,m3ushi1,no
8633,0.014361603185534477,n,u,i,ʃ,m3ushi1,no
8643,0.0009029025095514953,ŋ,u,i,ʃ,m3ushi1,no
8635,0.006414061412215233,r,u,i,ʃ,m3ushi1,no
8631,0.00533175328746438,l,u,i,ʃ,m3ushi1,no
8629,0.01449689082801342,j,u,i,ʃ,m3ushi1,no
8640,0.03765745833516121,w,u,i,ʃ,m3ushi1,no
653,0.10046986490488052,p,i,a,v,f12iva1,no
656,0.03995753824710846,t,i,a,v,f12iva1,no
657,0.022854864597320557,tʃ,i,a,v,f12iva1,no
649,0.06726839393377304,k,i,a,v,f12iva1,no
644,0.017547370865941048,b,i,a,v,f12iva1,no
645,0.3487861752510071,d,i,a,v,f12iva1,no
646,0.0257086344063282,dʒ,i,a,v,f12iva1,no
663,0.003448173636570573,ɡ,i,a,v,f12iva1,no
647,0.0403011254966259,f,i,a,v,f12iva1,no
666,0.010218505747616291,θ,i,a,v,f12iva1,no
655,0.015948181971907616,s,i,a,v,f12iva1,no
664,0.0027912603691220284,ʃ,i,a,v,f12iva1,no
658,0.07569622993469238,v,i,a,v,f12iva1,no
661,0.004758068826049566,ð,i,a,v,f12iva1,no
660,0.07401066273450851,z,i,a,v,f12iva1,no
665,0.00045254550059325993,ʒ,i,a,v,f12iva1,no
651,0.02046191692352295,m,i,a,v,f12iva1,no
652,0.03940470144152641,n,i,a,v,f12iva1,no
662,0.016770634800195694,ŋ,i,a,v,f12iva1,no
654,0.0022054403088986874,r,i,a,v,f12iva1,no
650,0.008727607317268848,l,i,a,v,f12iva1,no
648,0.017422962933778763,j,i,a,v,f12iva1,no
659,0.04478905722498894,w,i,a,v,f12iva1,no
676,0.07476530969142914,p,i,u,v,f12ivu2,no
679,0.029711376875638962,t,i,u,v,f12ivu2,no
680,0.00925676990300417,tʃ,i,u,v,f12ivu2,no
672,0.0759228765964508,k,i,u,v,f12ivu2,no
667,0.05901491641998291,b,i,u,v,f12ivu2,no
668,0.1368929147720337,d,i,u,v,f12ivu2,no
669,0.02495843730866909,dʒ,i,u,v,f12ivu2,no
686,0.014684487134218216,ɡ,i,u,v,f12ivu2,no
670,0.02505745366215706,f,i,u,v,f12ivu2,no
689,0.009592593647539616,θ,i,u,v,f12ivu2,no
678,0.0223374105989933,s,i,u,v,f12ivu2,no
687,0.003655330976471305,ʃ,i,u,v,f12ivu2,no
681,0.1165727749466896,v,i,u,v,f12ivu2,no
684,0.008651136420667171,ð,i,u,v,f12ivu2,no
683,0.09630770981311798,z,i,u,v,f12ivu2,no
688,0.0009826273890212178,ʒ,i,u,v,f12ivu2,no
674,0.020833488553762436,m,i,u,v,f12ivu2,no
675,0.031495653092861176,n,i,u,v,f12ivu2,no
685,0.016777200624346733,ŋ,i,u,v,f12ivu2,no
677,0.0039015784859657288,r,i,u,v,f12ivu2,no
673,0.011794110760092735,l,i,u,v,f12ivu2,no
671,0.016134411096572876,j,i,u,v,f12ivu2,no
682,0.19069942831993103,w,i,u,v,f12ivu2,no
1734,0.02454555779695511,p,i,a,v,f1iva1,no
1737,0.013298128731548786,t,i,a,v,f1iva1,no
1738,0.0006939658778719604,tʃ,i,a,v,f1iva1,no
1730,0.03534667566418648,k,i,a,v,f1iva1,no
1725,0.019258622080087662,b,i,a,v,f1iva1,no
1726,0.39396920800209045,d,i,a,v,f1iva1,no
1727,0.003148457733914256,dʒ,i,a,v,f1iva1,no
1744,0.005068807862699032,ɡ,i,a,v,f1iva1,no
1728,0.01866271160542965,f,i,a,v,f1iva1,no
1747,0.00236364733427763,θ,i,a,v,f1iva1,no
1736,0.0022461179178208113,s,i,a,v,f1iva1,no
1745,0.0009246584377251565,ʃ,i,a,v,f1iva1,no
1739,0.0760587751865387,v,i,a,v,f1iva1,no
1742,0.006116561125963926,ð,i,a,v,f1iva1,no
1741,0.012977806851267815,z,i,a,v,f1iva1,no
1746,0.0005719366017729044,ʒ,i,a,v,f1iva1,no
1732,0.10097675025463104,m,i,a,v,f1iva1,no
1733,0.18173165619373322,n,i,a,v,f1iva1,no
1743,0.012833168730139732,ŋ,i,a,v,f1iva1,no
1735,0.024867143481969833,r,i,a,v,f1iva1,no
1731,0.026820335537195206,l,i,a,v,f1iva1,no
1729,0.0022844914346933365,j,i,a,v,f1iva1,no
1740,0.0352347269654274,w,i,a,v,f1iva1,no
1757,0.06938902288675308,p,i,i,v,f1ivi2,no
1760,0.06759178638458252,t,i,i,v,f1ivi2,no
1761,0.028184497728943825,tʃ,i,i,v,f1ivi2,no
1753,0.09055929630994797,k,i,i,v,f1ivi2,no
1748,0.04273386672139168,b,i,i,v,f1ivi2,no
1749,0.11513291299343109,d,i,i,v,f1ivi2,no
1750,0.026024343445897102,dʒ,i,i,v,f1ivi2,no
1767,0.014797184616327286,ɡ,i,i,v,f1ivi2,no
1751,0.031328000128269196,f,i,i,v,f1ivi2,no
1770,0.008687280118465424,θ,i,i,v,f1ivi2,no
1759,0.04442155733704567,s,i,i,v,f1ivi2,no
1768,0.00500435521826148,ʃ,i,i,v,f1ivi2,no
1762,0.1451602727174759,v,i,i,v,f1ivi2,no
1765,0.006489313207566738,ð,i,i,v,f1ivi2,no
1764,0.1254977434873581,z,i,i,v,f1ivi2,no
1769,0.0010079137282446027,ʒ,i,i,v,f1ivi2,no
1755,0.017016177996993065,m,i,i,v,f1ivi2,no
1756,0.02790122851729393,n,i,i,v,f1ivi2,no
1766,0.012674562633037567,ŋ,i,i,v,f1ivi2,no
1758,0.0010460643097758293,r,i,i,v,f1ivi2,no
1754,0.009057950228452682,l,i,i,v,f1ivi2,no
1752,0.027107015252113342,j,i,i,v,f1ivi2,no
1763,0.0831875428557396,w,i,i,v,f1ivi2,no
2447,0.07379474490880966,p,a,u,v,f21avu2,no
2450,0.05071551352739334,t,a,u,v,f21avu2,no
2451,0.0007159698870964348,tʃ,a,u,v,f21avu2,no
2443,0.021186059340834618,k,a,u,v,f21avu2,no
2438,0.0475585050880909,b,a,u,v,f21avu2,no
2439,0.09905313700437546,d,a,u,v,f21avu2,no
2440,0.009686014614999294,dʒ,a,u,v,f21avu2,no
2457,0.00716225802898407,ɡ,a,u,v,f21avu2,no
2441,0.11739732325077057,f,a,u,v,f21avu2,no
2460,0.03917470574378967,θ,a,u,v,f21avu2,no
2449,0.014144523069262505,s,a,u,v,f21avu2,no
2458,0.00039579751319251955,ʃ,a,u,v,f21avu2,no
2452,0.11877290159463882,v,a,u,v,f21avu2,no
2455,0.019061997532844543,ð,a,u,v,f21avu2,no
2454,0.05260226130485535,z,a,u,v,f21avu2,no
2459,0.00037305179284885526,ʒ,a,u,v,f21avu2,no
2445,0.09417397528886795,m,a,u,v,f21avu2,no
2446,0.060854651033878326,n,a,u,v,f21avu2,no
2456,0.0070508141070604324,ŋ,a,u,v,f21avu2,no
2448,0.013618526048958302,r,a,u,v,f21avu2,no
2444,0.12108725309371948,l,a,u,v,f21avu2,no
2442,0.012941554188728333,j,a,u,v,f21avu2,no
2453,0.018478376790881157,w,a,u,v,f21avu2,no
3275,0.017936186864972115,p,u,u,v,f21uvu1,no
3278,0.00899044331163168,t,u,u,v,f21uvu1,no
3279,0.00010735674732131884,tʃ,u,u,v,f21uvu1,no
3271,0.0036374300252646208,k,u,u,v,f21uvu1,no
3266,0.026462841778993607,b,u,u,v,f21uvu1,no
3267,0.055169396102428436,d,u,u,v,f21uvu1,no
3268,0.0020254028495401144,dʒ,u,u,v,f21uvu1,no
3285,0.0057887788861989975,ɡ,u,u,v,f21uvu1,no
3269,0.02726072631776333,f,u,u,v,f21uvu1,no
3288,0.020832346752285957,θ,u,u,v,f21uvu1,no
3277,0.007811051327735186,s,u,u,v,f21uvu1,no
3286,0.00021853081125300378,ʃ,u,u,v,f21uvu1,no
3280,0.07225842028856277,v,u,u,v,f21uvu1,no
3283,0.0031628545839339495,ð,u,u,v,f21uvu1,no
3282,0.055161070078611374,z,u,u,v,f21uvu1,no
3287,3.2735493732616305e-05,ʒ,u,u,v,f21uvu1,no
3273,0.05948210135102272,m,u,u,v,f21uvu1,no
3274,0.026605719700455666,n,u,u,v,f21uvu1,no
3284,0.00551929185166955,ŋ,u,u,v,f21uvu1,no
3276,0.014459655620157719,r,u,u,v,f21uvu1,no
3272,0.5229122638702393,l,u,u,v,f21uvu1,no
3270,0.0018373950151726604,j,u,u,v,f21uvu1,no
3281,0.06232801452279091,w,u,u,v,f21uvu1,no
3528,0.11904340982437134,p,a,a,v,f7ava1,no
3531,0.024355286732316017,t,a,a,v,f7ava1,no
3532,0.00011425907723605633,tʃ,a,a,v,f7ava1,no
3524,0.030474668368697166,k,a,a,v,f7ava1,no
3519,0.027257664129137993,b,a,a,v,f7ava1,no
3520,0.022281412035226822,d,a,a,v,f7ava1,no
3521,0.0010422951309010386,dʒ,a,a,v,f7ava1,no
3538,0.0010240921983495355,ɡ,a,a,v,f7ava1,no
3522,0.05792774632573128,f,a,a,v,f7ava1,no
3541,0.013410872779786587,θ,a,a,v,f7ava1,no
3530,0.024913223460316658,s,a,a,v,f7ava1,no
3539,0.00013879765174351633,ʃ,a,a,v,f7ava1,no
3533,0.023025792092084885,v,a,a,v,f7ava1,no
3536,0.0076580834574997425,ð,a,a,v,f7ava1,no
3535,0.0055661858059465885,z,a,a,v,f7ava1,no
3540,4.060888841195265e-06,ʒ,a,a,v,f7ava1,no
3526,0.41889268159866333,m,a,a,v,f7ava1,no
3527,0.18650895357131958,n,a,a,v,f7ava1,no
3537,0.010683010332286358,ŋ,a,a,v,f7ava1,no
3529,0.005423195660114288,r,a,a,v,f7ava1,no
3525,0.017263008281588554,l,a,a,v,f7ava1,no
3523,0.0003805936430580914,j,a,a,v,f7ava1,no
3534,0.0026107425801455975,w,a,a,v,f7ava1,no
4310,0.02249276451766491,p,u,u,v,f7uvu2,no
4313,0.02112875133752823,t,u,u,v,f7uvu2,no
4314,0.00023640546714887023,tʃ,u,u,v,f7uvu2,no
4306,0.008668540045619011,k,u,u,v,f7uvu2,no
4301,0.06114331632852554,b,u,u,v,f7uvu2,no
4302,0.04726694896817207,d,u,u,v,f7uvu2,no
4303,0.008324773982167244,dʒ,u,u,v,f7uvu2,no
4320,0.010747970081865788,ɡ,u,u,v,f7uvu2,no
4304,0.052633993327617645,f,u,u,v,f7uvu2,no
4323,0.03504679352045059,θ,u,u,v,f7uvu2,no
4312,0.04913351684808731,s,u,u,v,f7uvu2,no
4321,0.0006285097915679216,ʃ,u,u,v,f7uvu2,no
4315,0.17207026481628418,v,u,u,v,f7uvu2,no
4318,0.04431130737066269,ð,u,u,v,f7uvu2,no
4317,0.1966198831796646,z,u,u,v,f7uvu2,no
4322,0.0003674413019325584,ʒ,u,u,v,f7uvu2,no
4308,0.07148166745901108,m,u,u,v,f7uvu2,no
4309,0.08483324199914932,n,u,u,v,f7uvu2,no
4319,0.003314214525744319,ŋ,u,u,v,f7uvu2,no
4311,0.004570655524730682,r,u,u,v,f7uvu2,no
4307,0.07955392450094223,l,u,u,v,f7uvu2,no
4305,0.0013603013940155506,j,u,u,v,f7uvu2,no
4316,0.024064872413873672,w,u,u,v,f7uvu2,no
5138,0.04386920481920242,p,i,i,v,m14ivi1,no
5141,0.1055869311094284,t,i,i,v,m14ivi1,no
5142,0.02041563391685486,tʃ,i,i,v,m14ivi1,no
5134,0.05188727378845215,k,i,i,v,m14ivi1,no
5129,0.02200237661600113,b,i,i,v,m14ivi1,no
5130,0.1682681143283844,d,i,i,v,m14ivi1,no
5131,0.03885393589735031,dʒ,i,i,v,m14ivi1,no
5148,0.004895090591162443,ɡ,i,i,v,m14ivi1,no
5132,0.025141043588519096,f,i,i,v,m14ivi1,no
5151,0.009854825213551521,θ,i,i,v,m14ivi1,no
5140,0.048587411642074585,s,i,i,v,m14ivi1,no
5149,0.04853763058781624,ʃ,i,i,v,m14ivi1,no
5143,0.1187443807721138,v,i,i,v,m14ivi1,no
5146,0.013494597747921944,ð,i,i,v,m14ivi1,no
5145,0.06705935299396515,z,i,i,v,m14ivi1,no
5150,0.006575481034815311,ʒ,i,i,v,m14ivi1,no
5136,0.022082438692450523,m,i,i,v,m14ivi1,no
5137,0.08069545030593872,n,i,i,v,m14ivi1,no
5147,0.02077309787273407,ŋ,i,i,v,m14ivi1,no
5139,0.004217321518808603,r,i,i,v,m14ivi1,no
5135,0.00708248745650053,l,i,i,v,m14ivi1,no
5133,0.02297268994152546,j,i,i,v,m14ivi1,no
5144,0.04840313270688057,w,i,i,v,m14ivi1,no
5161,0.009890340268611908,p,i,i,v,m14ivi2,no
5164,0.10147778689861298,t,i,i,v,m14ivi2,no
5165,0.05550103262066841,tʃ,i,i,v,m14ivi2,no
5157,0.07178816199302673,k,i,i,v,m14ivi2,no
5152,0.011608232744038105,b,i,i,v,m14ivi2,no
5153,0.1248679980635643,d,i,i,v,m14ivi2,no
5154,0.10468713194131851,dʒ,i,i,v,m14ivi2,no
5171,0.004167474340647459,ɡ,i,i,v,m14ivi2,no
5155,0.024929864332079887,f,i,i,v,m14ivi2,no
5174,0.007144047878682613,θ,i,i,v,m14ivi2,no
5163,0.047969188541173935,s,i,i,v,m14ivi2,no
5172,0.05786612257361412,ʃ,i,i,v,m14ivi2,no
5166,0.08118801563978195,v,i,i,v,m14ivi2,no
5169,0.006218072958290577,ð,i,i,v,m14ivi2,no
5168,0.06032640486955643,z,i,i,v,m14ivi2,no
5173,0.007010230328887701,ʒ,i,i,v,m14ivi2,no
5159,0.015361563302576542,m,i,i,v,m14ivi2,no
5160,0.11127748340368271,n,i,i,v,m14ivi2,no
5170,0.027843309566378593,ŋ,i,i,v,m14ivi2,no
5162,0.0014927043812349439,r,i,i,v,m14ivi2,no
5158,0.0034143358934670687,l,i,i,v,m14ivi2,no
5156,0.037787679582834244,j,i,i,v,m14ivi2,no
5167,0.02618275210261345,w,i,i,v,m14ivi2,no
6242,0.029087074100971222,p,i,a,v,m16iva1,no
6245,0.019211474806070328,t,i,a,v,m16iva1,no
6246,0.004035584628582001,tʃ,i,a,v,m16iva1,no
6238,0.015963666141033173,k,i,a,v,m16iva1,no
6233,0.0256357304751873,b,i,a,v,m16iva1,no
6234,0.44009658694267273,d,i,a,v,m16iva1,no
6235,0.015811923891305923,dʒ,i,a,v,m16iva1,no
6252,0.00719413859769702,ɡ,i,a,v,m16iva1,no
6236,0.02478623203933239,f,i,a,v,m16iva1,no
6255,0.0028900080360472202,θ,i,a,v,m16iva1,no
6244,0.0032835707534104586,s,i,a,v,m16iva1,no
6253,0.0010777822462841868,ʃ,i,a,v,m16iva1,no
6247,0.11492796242237091,v,i,a,v,m16iva1,no
6250,0.0031879013404250145,ð,i,a,v,m16iva1,no
6249,0.0190424881875515,z,i,a,v,m16iva1,no
6254,0.0010162070393562317,ʒ,i,a,v,m16iva1,no
6240,0.05656767264008522,m,i,a,v,m16iva1,no
6241,0.1031685322523117,n,i,a,v,m16iva1,no
6251,0.016606559976935387,ŋ,i,a,v,m16iva1,no
6243,0.003613264998421073,r,i,a,v,m16iva1,no
6239,0.014624664559960365,l,i,a,v,m16iva1,no
6237,0.008695647120475769,j,i,a,v,m16iva1,no
6248,0.0694751963019371,w,i,a,v,m16iva1,no
6265,0.02714097686111927,p,i,a,v,m16iva2,no
6268,0.024369211867451668,t,i,a,v,m16iva2,no
6269,0.007274391129612923,tʃ,i,a,v,m16iva2,no
6261,0.043955329805612564,k,i,a,v,m16iva2,no
6256,0.023109596222639084,b,i,a,v,m16iva2,no
6257,0.2789383828639984,d,i,a,v,m16iva2,no
6258,0.05197897553443909,dʒ,i,a,v,m16iva2,no
6275,0.019960565492510796,ɡ,i,a,v,m16iva2,no
6259,0.03485114127397537,f,i,a,v,m16iva2,no
6278,0.005150374490767717,θ,i,a,v,m16iva2,no
6267,0.0032257421407848597,s,i,a,v,m16iva2,no
6276,0.00251861778087914,ʃ,i,a,v,m16iva2,no
6270,0.10317180305719376,v,i,a,v,m16iva2,no
6273,0.004175137262791395,ð,i,a,v,m16iva2,no
6272,0.017922379076480865,z,i,a,v,m16iva2,no
